もう 夕食 は 済 み ま し た か 。	have you eaten dinner yet ?
あなた の 国 で は 雪 が たくさん 降 り ま す か 。	do you have much snow in your country ?
彼 は いつ も 父親 の 陰口 を 言 い ま す 。	he always speaks ill of his father behind his back .
それ に つ い て どう 思 っ た 。	how did you see that ?
的 を 外 し て しま っ た 。	i 've missed my aim .
い い 年 し て そんな 馬鹿 なまね よせ 。	at your age you should know better .
彼女 は 大変 忙し かっ た 。	she was very busy .
彼 は 危険 を もの と も し な い 。	he never shrinks from danger .
何 時 で しょ う か 。	what time is it ?
彼女 は もう 少し で 遅刻 する ところ だっ た 。	she was almost late for school .
とても 好き で す 。	i like it very much .
今 の を もう 一 度 言 っ て いただけ る 。	can you repeat what you said ?
行 き た い 学校 に 入れ て よ かっ た ね 。	congratulations on being accepted to the school you 've always wanted to go to .
電話 を 切 ら ず に その まま 待 っ て くださ い 。	please hold on a moment .
彼女 は 時々 酒 を 飲 む 。	she drinks a little wine at times .
彼 ら は まとも に 私 の 顔 を 見 られ な かっ た 。	they dared not look me in the face .
彼 の 話 は 奇妙 に 聞こえ る 。	his story seems to be strange .
彼女 は 自分 の 車 を 自慢 し て い る 。	she boasts of her car .
それ は 、 おまえ の 声 を よく 聞 く ため だ よ 。	it is in order to hear your voice well .
クラス の 男の子 の 数 は ３０ 人 で す 。	the number of boys in our class is thirty .
あす は 歴史 の 試験 を 受け な く て は な ら な い 。	i have to take an examination in history tomorrow .
私 の 計画 に 反対 で す か 。	are you against my plan ?
一 年 分 の お こづかい を 先 に 渡 し て お く 。	i 'm going to give you a year 's worth of allowance all at once .
子供 たち を 学校 に 連れ て 行 っ た 。	i took the children to school .
恐れ る な 。	don 't be afraid .
父 は 今 家 に い る だ ろ う 。	my father may be at home now .
彼 は 以前 は 羽振り が よ かっ た 。	he has seen better days .
私 たち は ロンドン で 知り合 っ た 。	we got to know each other in london .
ここ で は 自由 に 振る舞 っ て い い で す よ 。	you may be free to do what you like .
これ ら の 靴 は 私 の 物 だ 。	these shoes are mine .
向こう に 着 い たら 手紙 を 下さ い 。	drop me a line when you get there .
一 週間 の 休み を と っ た 。	he took a week off .
私 は 釣り に 行 く つもり だっ た の で す が 。	i intended to have gone fishing .
彼女 は 、 ひとこと も わか ら な かっ た 。	she failed to understand a single word .
何 の こと を 言 っ て い る の ？	what are you talking about ?
彼 は 私 を 頼り に し て い る 。	he is doing it with my help .
彼 は アメリカ の 婦人 と 結婚 し て い る 。	he is married to an american lady .
猫 は 木 を かけ 登 っ た 。	the cat ran up the tree .
彼 は 何 で も 、 し っ たかぶり する 。	he pretends to know everything .
ジョン は 駅 の 方 へ と 歩 い て い る 。	john is walking in the direction of the station .
そんな に 怒 る 必要 は な い 。	there 's no need to get so angry .
後 で 、 折り返 し 電話 する わ 。	let me call you back later , ok ?
ケーキ を もっと 召し上が っ て くださ い 。	please help yourself to more cake .
私 に は 外国 人 の 友達 が ２人 い ま す 。	i have two foreign friends .
成功 する つもり なら 努力 し な けれ ば な ら な い 。	you have to make efforts if you are to succeed .
この ２ つ から 選 び な さ い 。	choose between these two .
その 家 は かなり ぼろ 屋 に な っ て い る 。	the house is quite run down .
私 は 大坂 生まれ で す が 、 東京 で 育 ち ま し た 。	i was born in osaka , but brought up in tokyo .
月曜 日 まで に この 仕事 を 終え て 下さ い 。	please get this work finished by monday .
あの 家 は まだ 買い手 が つ か な い 。	they still haven 't found a buyer for that house .
戦争 が 起こ る か も しれ な い 。	there 's a possibility of war .
目覚め て み る と 彼女 は 病院 に い た 。	she woke to find herself in the hospital .
彼女 は 元気 が 無 く な っ た 。	she isn 't as energetic as she once was .
それ は こっち の セリフ で す よ 。	that 's what i want to say !
大阪 に は どう や っ て 行 く ん で す か 。	how will you travel to osaka ?
私 は 彼女 の 合格 を 祝 っ た 。	i congratulated her on her success in the examination .
もっと ゆっくり 言 っ て くださ い 。	please speak more slowly .
十 中八 、 九 まで 彼 は 彼女 と 結婚 する だ ろ う 。	ten to one he will get married to her .
お 勘定 し て 下さ い 。	check , please .
我々 は 上 の ほう から 叫び声 が する の を 耳 に し た 。	we heard a cry from above .
通り に は たくさん の 車 が 見え る 。	we see a lot of cars on the street .
これ ら は あなた の 物 で す か 。	are these yours ?
書 か ね ば な ら な い 手紙 が あ り ま す 。	i have to write a letter .
その 帽子 は ５０ ドル で し た 。	that hat cost around fifty dollars .
中国 人 は 朝食 に 何 を 食べ ま す か 。	what do chinese people have for breakfast ?
彼 は 君 に ここ に い て もら い たが っ て い る 。	he wants you to stay here .
彼 は 試験 を うけ る べ き で あ っ た の に 。	he should have taken the examination .
私 の 兄 は 交通 事故 で 亡くな っ た 。	my brother was killed in a traffic accident .
この 仕事 は 単純 な の で 子供 に も でき る 。	this work is simple enough for a child to do .
列車 は その 駅 で は 止ま り ま せ ん 。	the train doesn 't stop at that station .
老人 を いたわり なさ い 。	be kind to old people .
この世 に 全く 新し きもの なし 。	there is nothing new under the sun .
彼 は 先生 の 忠告 を 尊重 し た 。	he made much of his teacher 's advice .
彼 ら は その 問題 を 解決 する ため に 大変 努力 し た 。	they made a great effort to settle the problem .
私 は その 事実 を 知 っ て い ま し た よ 。	i was aware of that fact .
これ は 私 が 欲し い と 思 っ た 物 で す 。	this is what i wanted .
彼女 は あざけ られ た 。	she was laughed at .
これ で 僕 も ようやく 浮か ば れ る 。	then i can have some peace of my mind .
彼 は 事故 の ため 仕事 が でき な く な っ た 。	his accident incapacitated him for work .
誰 が この 事件 を 裁 く の で しょ う か 。	who is going to try this case ?
君 は それ を 持 っ て い ま す か 。	do you have one ?
彼 は 、 イギリス 人 で す 。	he is english .
ある 意味 で 、 人生 は 夢 に すぎ な い 。	in a sense , life is but a dream .
私 は 午後 ずっと その 本 を 読 み 続け て い る 。	i have been reading the book all afternoon .
なぜ 、 彼女 に 直接 言 わ な い の 。	why not talk to her about it directly ?
その 考え は あまり 気 に 入 ら な い 。	i don 't like the idea much .
彼 は その 時 まで に すっかり 頭 に き て い た 。	he was good and mad by that time .
彼 ら は 別々 に 住 ん で い る 。	they live apart .
この 辞書 は 私 に 大いに 役立 っ た 。	this dictionary has been of great use to me .
君 は 今日 明る い 顔 を し て い る 。	you look happy today .
だれ も 彼 の 間違い を 指摘 する だけ の 勇気 が な かっ た 。	no one had the heart to say he was wrong .
あなた は 何 に する の 。	what are you going to have ?
君 の 答え は 適切 で あ る 。	your answer is to the point .
もう 手 が 冷た く って 。	my hand 's getting too cold .
この 本 は ここ で 売 ら れ て い ま す 。	this book is sold here .
彼 は いつ も 仕事 を やりかけ に し て お く 。	he always leaves his work half done .
私 は 時々 一人 で 外国 旅行 を し た もの だ 。	i would sometimes travel abroad alone .
彼 は 少し 疲れ て い る よう で す ね 。	he looks a bit tired , doesn 't he ?
君 は 必ず しも 間違 っ て は い な い 。	you are not at all wrong .
誰 も こんな 辺鄙 な 村 に 我々 を 訪ね て こ な い 。	nobody ever comes to see us in this out-of-the-way village .
冷た い 水 を 持 っ て き て 下さ い 。	bring me some cold water .
彼 は 必ず 一 度 月 に 一 回 両親 に 手紙 を 書 く 。	he never fails to write to his parents once a month .
誰 で も その 問題 を 解 く こと が でき る 。	anybody can solve that problem .
私 は 昨日 映画 を 見 に 行 き ま し た 。	i went to see the movies yesterday .
空 に は 太陽 が 輝 い て い ま す 。	the sun is shining in the sky .
これ ら より もう 少し 大き い の は あ り ま す か 。	do you have one a little bigger than these ?
彼 は 君 の 成功 を ねた ん で い る 。	he begrudges you your success .
彼女 は 子供 を 正直 で あ る よう に 育て た 。	she brought up her children to be truthful .
私 は 彼 の 計画 に 賛成 し ま す 。	i agree to his plan .
彼 は 親切 に も 私 に 町 を 案内 し て くれ た 。	he was so kind as to show me around the town .
君 の 助言 は いつ も 私 の 役 に 立 つ 。	your advice is always helpful to me .
私 達 は 会合 を 次 の 日曜 まで 延期 する こと に 決め た 。	we decided to put off the meeting until next sunday .
彼 は 我々 の チーム で 最も 価値 の あ る 選手 で す 。	he is the most valuable player in our team .
私 と テニス を し ま せ ん か 。	what do you say to playing tennis with me ?
ここ から タクシー で 行 く と いくら くらい かか り ま す か 。	about how much would a taxi be from here ?
私 は 本当 は その よう に 考え て い な い 。	i don 't really look at it that way .
それ が 私 の お 気 に 入り の 歌 だ 。	it 's my favorite song .
彼女 に は よく あ る 事 だ が 、 約束 を 破 っ た 。	as is often the case with her , she broke her promise .
彼女 は 他 の どの 学生 に も 劣 ら ず 勉強 する 。	she works as hard as any other student .
ほか の 国 に も 旅行 し ま す か 。	are you going to visit any other countries ?
ジョン は チェス が 上手 で す 。	john is good at chess .
いつ で も 喜 ん で お 手伝い いた し ま す 。	i will be glad to help you anytime .
彼 の 職業 は 電話 と 関係 が あ る 。	his job has to do with telephones .
や り た い こと を 全部 する 時間 が な い の で す 。	i simply haven 't the time to do everything i want to do .
誰 も が 彼女 の こと を 誉め る 。	everybody speaks well of her .
あの 犬 に は 近づ く な 。	keep away from the dog .
お 父 さん の そば に 座り なさ い 。	go and sit by your father .
彼女 は 彼 に 自転 車 を 使 う よう に 言 っ た 。	she advised him to use a bicycle .
その 事故 で 交通 は 止ま っ た 。	the accident stopped the traffic .
彼 は 彼女 の 妹 と 結婚 し た 。	he was married to her sister .
彼 は 建物 の 奥 に 行 っ て み ま し た 。	he went to the back of the building .
彼 は 言 っ た こと を し 損な っ た 。	he failed to do what he said he would do .
彼 は 野球 の 選手 で す 。	he is a baseball player .
私 と 一緒 に 来 な い 。	why don 't you come with me ?
私 の 父 は いつ も 忙し い 。	my father is always busy .
彼 は 繊細 だ 。	he is delicate .
ジム は お 父 さん に 似 て い る 。	jim resembles his father .
彼 は 今日 、 お 弁当 を 持 っ て 来 た 。	he brought his lunch today .
いつ 食事 を 出 し たら よ い か 教え て 下さ い 。	please tell me when to serve the food .
病院 まで １０ マイル も あ る 。	it is no less than ten miles to the hospital .
何 を や っ て も 無駄 だ よ 。	it 's no use trying anything .
彼 は いやいや その 仕事 を し た 。	he did the work against his will .
我々 は いつ か は 石油 が 不足 する だ ろ う 。	we will run short of oil some day .
彼女 の 声 は 震え て い た 。	there was a tremble in her voice .
トム は 兄 と 同じ くらい 上手 に スキー が でき る 。	tom can ski as well as his brother .
そんな ガツガツ 食べ な い で 、 もう ちょっと ゆっくり 食べ よ う よ 。	stop inhaling your food . you 'd better eat more slowly .
彼 は 新聞 に 自分 の 顔 を 発表 し た かっ た 。	he wanted to be in the newspapers .
彼 が そう 思 う の は まったく 当然 だ 。	it is quite natural that he think so .
私 は 結婚 し て い ま す 。	i 'm married .
彼 の 父 は 事業 に 失敗 し た 。	his father failed in business .
彼 の 話 は みんな を 楽し ま せ た 。	his story amused everyone .
滞在 中 は 楽し かっ た で す か 。	did you enjoy your visit ?
私 は タバコ を 吸 う ため に 立ち止ま っ た 。	i stopped to smoke .
彼女 は 、 大分 に 行 く 。	she 's going to ooita .
私 の 時計 は 週 に ３ 分 遅れ る 。	my watch loses three minutes a week .
つかの間 の 平和 の 後 で また 戦争 が 起こ っ た 。	after a brief peace , war broke out again .
今日 は 泳 ぎ た く は な い で す か 。	don 't you want to swim today ?
また 近 い うち に お目 に かか り ま しょ う 。	let 's meet again soon .
私 達 は その 少年 を ガイド に し た 。	we made the boy our guide .
今年 は 寒 い 秋 で す 。	we have a cold autumn this year .
彼 は 自分 の 考え を 書き留め た 。	he put his thoughts on paper .
我々 学生 は みな 野球 が 好き だ 。	we students all like baseball .
その 会社 は 車 を 何 台 買 っ た か 。	how many cars has that company bought ?
彼 は 短 い 病気 の 後 で 死 ん だ 。	he died after a brief illness .
そんな こと を する なんて 何 と 無 分別 な 男 だ 。	what a thoughtless man to do that !
くたくた に 疲れ ま し た 。	i 'm exhausted .
彼女 は 私 たち に 役 に 立 つ 情報 を くれ ま し た 。	she gave us some useful information .
ああ 、 やっと 終わ っ た 。	well , we 've finished at last .
国民 は 新し い 政府 を 作 っ た 。	the people set up a new government .
私 は 帰宅 する と いつ も コート に ブラシ を かけ る 。	i always brush my coat when i come home .
彼 は それ が でき る と い っ た 。	he said he could do it .
彼 は ガン に かか っ た 。	he has got cancer .
これ まで の ところ すべて が 順調 だ 。	so far everything has been going well .
私 は その 本 を 読み 終え た ところ で す 。	i have just finished reading the book .
それ が 真実 で あ る と 仮定 し よ う 。	let 's suppose its true .
彼 は 私 に そこ へ 行 け と 命 じ た 。	he bade me go there .
私 たち に まだ たくさん の 仕事 が あ る 。	we still have masses of work .
何 の 用 で ここ まで き た の で す か 。	what has brought you here ?
成功 する こと は まったく 期待 し て な い 。	we hold out no expectation of success .
この 箱 を ２ 階 へ 運 ん で もらえ ま す か 。	can i have this box carried upstairs ?
私 の 母 は 私 に かばん を 作 っ て くれ ま し た 。	my mother made me a bag .
こんな 長 い 間 待 た せ て ごめん なさ い 。	i am sorry to have kept you waiting so long .
腕 を 放 し て 。	let go of my arm !
遅れ た の で 私 は バス に 乗 っ た 。	as i was late , i took a bus .
彼 は 口 も 利け な い 程腹 を 立て て い た 。	he could not speak , he was so angry .
悪 かっ た 。	okay . sorry .
念 の ため 、 何 か 食べ て お き なさ い 。	have something to eat just in case .
彼 ら は あなた を 怖 が っ て い た 。	they feared you .
君 が 今日 い こ う と たいした 違い は な い だ ろ う 。	it will not make much difference whether you go today or tomorrow .
だれ が この 人形 を 作 っ た か 。	who made the doll ?
彼 は その 新し い 計画 に 抗議 し た 。	he protested against the new plan .
昨日 は 、 くもり だっ た 。	it was cloudy yesterday .
彼 は ゆっくり と 歩 く 。	he walks slowly .
この 辞書 は すご く 役 に 立 つ 。	this dictionary is of great use .
私 は その ゲーム は とても 面白 い と 思 っ た 。	i found the game very exciting .
誰 で も 間違 う 事 は あ る 。	anyone can make mistakes .
私 は たびたび 彼 を 訪ね ま す 。	i often call on him .
彼 は きっと 来 る と 思 う 。	he is sure to come .
もう 少し 記憶 力 が よ けれ ば なあ 。	i wish i had a better memory .
いつ あなた は お 姉 さん と 京都 へ 行 き ま し た か 。	when did you go to kyoto with your sister ?
その 劇 は 残念 な くらい 早 く 終わ っ た 。	the play ended all too soon .
私 は 君 を 信頼 し て い る 。	i have confidence in you .
われわれ は 自分 だけ の ため に 生まれ た の で は な い 。	we are not born for ourselves .
彼 は 大学 に 入れ る よう に 一生 懸命 勉強 し た 。	he studied hard in order to get into college .
キャッチ ボール を し よ う 。	let 's play catch .
もう ちょっと 上品 に でき な い の 。	you could try and be a bit more civilized .
私 の 仕事 に は 手助け が い る 。	i need some help with my work .
彼 は パリ へ 行 き 初めて 私 に 会 っ た 。	he went to paris , where he met me for the first time .
ドア は どう し て も 開 か な かっ た 。	the door would not open .
彼 は 少し も 仕事 を し な かっ た 。	he didn 't do a stitch of work .
ぼく に は まるで その 理由 が わか ら な い 。	i have no idea why it is so .
誤解 し な い で くれ 。	don 't get me wrong .
時間 の あ る 時 に 私 に 会 い に 来 なさ い 。	come and see me when you have time .
ご ゆっくり どうぞ 。 急 ぐ 必要 は あ り ま せ ん 。	take your time . there 's no hurry .
彼 は 簡単 に 木 に のぼ る 。	he gets up the tree without difficulty .
列車 が 入 っ て くる よ 。	here comes the train .
最近 彼女 を 見かけ な い 。	we haven 't seen her of late .
易し い 英語 で 言 っ て くださ い 。	could you say that in plain english ?
私 の 娘 は ぐっすり 寝 て い る 。	my daughter is fast asleep .
彼 は かなり たくさん の 本 を 持 っ て い る 。	he has any number of books .
実 を 言 う と 彼女 は ぼく の 妹 な ん だ 。	to tell the truth , she is my sister .
今日 は 少し すずし い 。	it is a little cool today .
ジョアン で は な く て 、 君 が 間違 っ て い る 。	it 's not joan . you are wrong .
ここ が 父 の 生まれ た ところ で す 。	this is the place where my father was born .
私 達 は まだ 電話 を つりつけ て い ま せ ん 。	we are not on the telephone yet .
僕 が い な い 間 、 この 赤ちゃん を お 願 い する よ 。	keep an eye on the baby while i am away .
私 の 電話 は 故障 し て い る 。	my telephone is out of order .
その 子 を からか っ て は いけ な い 。	don 't make fun of that child .
今 あまり お 金 を 持 っ て い ま せ ん 。	i don 't have much money now .
もし 見つか っ たら 彼 は ひど い 目 に あ う だ ろ う 。	it will go hard with him if he is found out .
私 は 彼 に 支払 う べ き 金 を 払 っ た 。	i paid him the money due to him .
彼女 に 手 を だ す な 。	you stay away from her .
私 を 助け て くれ た とき 、 彼 は 危険 を 冒 し た 。	he took a risk when he helped me .
彼 と 論議 し て も 無駄 だ 。	it 's no use arguing with him .
この 犬 は 誰 が 世話 を する の で す か 。	who looks after this dog ?
私 は あなた に 日本 に つ い て 話 し ま しょ う 。	i will tell you about japan .
私 は あなた の 言 う こと が さっぱり わか り ま せ ん 。	i have no idea what you mean .
あなた が 試験 に 受か る こと は 確か で す 。	that you will pass the exam is certain .
ヒゲ も そ り ま す か 。	do you also want a shave ?
今日 は 少し 気分 が 悪 い 。	i am a little out of sorts today .
彼女 は 来週 から 産休 に 入 る 。	she will start her maternity leave next week .
この 計画 に つ い て 大 部分 は 知 っ て い る 。	i know about this project for the most part .
近く で 火事 が 起こ っ た 。	a fire broke out nearby .
散歩 程 よ い 物 は な い 。	there is nothing like a walk .
次 に 何 が 起こ る か だれ に も わか ら な い 。	nobody knows what will happen next .
彼 は 私 の 留守 中 に 会 い に 来 た 。	he came to see me during my absence .
彼女 の おじ さん は 有名 な 医者 で す 。	her uncle is a famous doctor .
毎朝 、 何 時 に 起き ま す か 。	what time do you get up every morning ?
渋滞 に ひっかか っ た 。	i was caught in traffic .
彼 は テレビ を 消 し て 勉強 に とりかか っ た 。	he turned off the tv and began to study .
わたし 新し い 服 を 買 わ な く ちゃ 。	i have to get some new clothes .
テレビ を 見 た 後 で 宿題 を する 。	i 'll do my homework after i watch television .
そこ に 署名 し て くださ い 。	sign your name there .
彼 は 自動 車 を 運転 でき る 年齢 だ 。	he is old enough to drive a car .
スキー に 行 き た い な 。	i 'd like to go skiing .
あなた は ポーラ に 何 と 言 っ た の で す か 。	what did you say to paula ?
その 手 を 空 へ 突き上げろ 。	raise your hand to the sky .
今日 は 人生 最良 の 日 だ 。	today is the best day of my life .
君 が この こと を 理解 する 時 が くる だ ろ う 。	the time will come when you will understand this .
私 に その 辞書 を 持 っ て き な さ い 。	bring me the dictionary .
今 まで 何 を し て い た の で す か 。	what have you been doing ?
徒歩 ５ 分 以内 に 着 く はず で す 。	you should get there in five minutes walking .
彼女 は 貧し い 人 達 の 味方 で す 。	she is a friend of the poor .
何 を 作 る の で す か 。	what are you cooking ?
彼女 は また もと の 自分 に 戻 っ た 。	she is her old self again .
早寝 早起き する 人 は 長生き する もの だ 。	one who keeps good hours will live long .
あの 牛 を 見 な さ い 。	look at those cattle .
実 を 言 う と 、 二人 は 夫婦 で な い の で す 。	to tell the truth , they are not husband and wife .
これ が 彼 ら に 一番 気 に 入 ら な かっ た 。	this pleased them worst of all .
彼 は 以前 ここ に 住 ん で い た 。	he used to live here .
子供 は 母親 に あ い たが っ て い る 。	the child is lonesome for its mother .
君 に は 脱帽 する よ 。	i take my hat off to you .
この 部屋 は 暑 い 。	it is hot in this room .
その 湖 の 深 さ は どの くらい で す か 。	what is the depth of the lake ?
彼 は 英語 を 書 く と 必ず 間違え る 。	he cannot write english without making mistakes .
実 は それ 、 本当 な ん だ 。	as a matter of fact , it is true .
あなた の 言 う 事 が 理解 でき ま せ ん 。	i cannot follow you .
彼女 は 上品 ぶ っ て い る 。	she is prudish .
あの 二人 でき て る の ？	are those two going out ?
彼 ら は 普段 自転 車 で 登校 し ま す 。	they usually go to school by bicycle .
私 は いま は なに も する こと が でき ま せ ん 。	i have nothing to do now .
いつ で も 自分 で 謝 る べ き だ 。	you should always apologize in person .
彼女 は 心 が 優し い 。	she has a gentle heart .
子供 を 甘やか す な 。	don 't spoil your child .
パソコン の 使 い 方 を 知 っ て い ま す か 。	do you know how to use a personal computer ?
父 は 私 に あまり 忠告 し な かっ た 。	my father never gave me much advice .
非常 の 場合 は 警察 を 呼 び な さ い 。	call the police in an emergency .
人間 は 誘惑 に かか り やす い 。	men are subject to temptation .
順番 を お 待 ち 下さ い 。	wait for your turn , please .
彼 は １０ 時 に ここ に 来 て １１ 時 に 帰 っ た 。	he came here at ten and went back at eleven .
彼 は で く の 坊 に すぎ な い 。	he is no better than a fool .
彼女 は 結婚 し た い 気 が し て い る 。	she is disposed to get married .
彼 の 字 を 読 む こと は 不 可能 だ 。	his writing is impossible to read .
間 も な く 彼 ら は 結婚 し ま す 。	it won 't be long before they get married .
今 十分 な 食料 が あ る 。	we have enough food now .
涙 が 私 の 顔 を 伝わ っ て 落ち た 。	tears ran down my face .
ここ は 交通 量 が 多 い 。	traffic is busy here .
彼 の 妻 は 彼 の ため に ドア を 開け た 。	his wife opened the door for him .
男 で あ る なら その よう に 振舞 い なさ い 。	if you are a man , behave as such .
愛 の 力 は 世界 を 動か す 。	love makes the world go round .
その 時 に し て い た だ ろ う 。	i would have done it at that time .
私 は 彼女 の 手 の 温か さ を 覚え て い る 。	i can remember the warmth of her hands .
私 の 計画 は 車 を 買 う こと で す 。	my plan is to buy a car .
彼女 は 試験 に 失敗 し な い よう に 一生 懸命 勉強 し た 。	she studied hard lest she should fail in the exam .
一方 は 知 っ て い る が 他方 は 知 ら な い 。	i know one of them but not the other .
私 たち は 授業 中 英語 を 使 う 。	we speak english in class .
私 は 船酔い し な い 。	i 'm a good sailor .
私 は 喜 ん で あなた の お 供 を し ま す 。	i am ready to follow you .
彼 は あの 車 に 一 万 ドル 以上 かけ て い た 。	his car cost him upward of ten thousand dollars .
トム と ジョン は 仲良し で す 。	tom and john are good friends .
彼女 は その 金 が なくな っ て い る こと に 気付 い た 。	she found the money gone .
私 たち は 喜 ん で お 助け し ま す 。	we are willing to help you .
もう 少し ビーフ を いかが で す か 。	would you like some more beef ?
警察 が 私 を 捜 し て い る 。	the police are after me .
そこ まで ３０ 分 以内 で いけ ま す 。	you can get there in less than thirty minutes .
彼 は おじあて に 手紙 を 出 し た 。	he sent a letter addressed to his uncle .
彼 は 部屋 に 入 っ て き た 。	he came into the room .
ぼく に そんな に 金 は 出せ な い 。	i can 't afford to pay so much .
私 の 町 は 日曜 の 早朝 は 静か だ 。	my town is quiet on early sunday morning .
私 の 父 は 年 が 若 い 。	my father is young .
この 国 で は 、 ラクダ は な く て は な ら な い 。	they cannot do without camels in this country .
私 の 友達 みんな が 招待 さ れ て い ま す 。	all my friends are invited here .
彼 は それ 以来 １ 度 も 戻 っ て こ な い 。	never has he returned since .
私 は あなた を 支持 し ま す 。	i 'll stand up for you .
あの 車 を 追 っ て くれ 。	follow that car .
昨夜 は 雨 が 降 っ て い た 。	it was raining last night .
彼女 は 自分 の 意見 を 述べ る こと が でき な かっ た 。	she could not state her own opinion .
私 は 君 が そう し た こと を とがめ な い 。	i don 't blame you for doing that .
彼 は 声 を おと し た 。	he dropped his voice .
いつ コンサート の チケット を 買 っ た の 。	when did you get the concert ticket ?
もう 一 度 会合 を も っ て は どう か と 思 う よ 。	i propose that we should have another meeting .
子供 が 生まれ て から めった に 彼 ら は 出かけ な い 。	they have scarcely gone out since the baby was born .
彼 は まだ 山 から もど っ て い な い 。	he isn 't back from the mountain .
スケート の 方 が 好き で す 。	i like skating better .
獲物 が とれ な かっ た 。	he did not get any game .
申し訳 な い けど 長居 でき な い ん で す よ 。	i 'm sorry , i can 't stay long .
そんな に 食べ る の は 異常 だ 。	it is abnormal to eat so much .
この コーヒー は 熱 すぎ て 私 に は 飲め な い 。	this coffee is so hot that i can 't drink it .
医者 は 彼 に 休息 を と る よう に 命 じ た 。	the doctor ordered that he take a rest .
早 く 着 き すぎ で す よ 。	you 've arrived too early .
君 は 自分 用 の 部屋 を 持 っ て い ま す か 。	do you have a room of your own ?
この 点 で 私 達 は まったく あなた と 意見 が 違 い ま す 。	this is where we absolutely disagree with you .
彼女 の おじ さん は ロンドン に 滞在 し て い ま し た か 。	was her uncle staying in london ?
学校 に 行 く 主な 理由 は 何 で す か 。	what is the principle reason for going to school ?
その 質問 から 始め ま しょ う 。	let 's begin with that question .
私 は 部屋 を 花 で 飾 る の が 好き だ 。	i like to adorn her room with flowers .
幼 い 子供 は 語 い が 少な い 。	a young child has a small vocabulary .
あなた が い な く て 寂し く な る で しょ う 。	i 'll miss you .
私 は 泳 ぐ こと に 興味 が あ り ま す 。	i am interested in swimming .
あなた の 答え は 答え に な っ て い な い 。	your answer does not make sense .
トランプ を する の に もう 一人 必要 だ 。	we need another person to play cards .
花 に 触れ な い で 下さ い 。	don 't touch the flowers .
今日 の 仕事 は これ まで 。	so much for today 's work .
車 は 私 たち の 生活 に 非常 に 役 に 立 つ 。	the automobile is of great use in our life .
その 物語 を 一 度 聞 い た 覚え が あ り ま す 。	i remember hearing the story once .
彼女 は ラジオ を 持 っ て い た 。	she had a radio .
一生 の うち で 青春 なんて 一 度 しか な い 。	youth comes but once in life .
彼 ら は また 尋ね て 言 っ た 。	they questioned him .
この 本 と あの 本 と どっち が やさし い ？	which is easier to read , this book or that one ?
彼女 は 盲目 に な っ た 。	she went blind .
家 が 燃え て い る 。	the house is on fire .
君 の 心 を 傷つけ る つもり は な かっ た 。	i didn 't mean to hurt you .
私 は 母 の 手伝い を し な けれ ば な ら な い 。	i have to help mother .
これ は よ い 教科 書 だ 。	this is a good textbook .
今晩 は いっぱい で す 。	we 're filled for tonight .
その 騒音 は 数 時間 続 い た 。	the noise continued for several hours .
彼女 は 出来 る だけ 一生 懸命 英語 を 勉強 し た 。	she studied english as hard as she could .
私 たち は その 機会 を 最大 限 に 利用 し た 。	we made the most of the opportunity .
私 たち は 予想 以上 に たくさん の 金 を 使 っ た 。	we spent more money than was expected .
